Timestamp (s),Player_Name,X_Pitch (m),Y_Pitch (m),Speed (km/h),Heart_Rate (bpm),Acceleration_m/s2
762.4,Felipe Reis (Lateral),84.15,21.41,14.8,167,-2.04
762.5,Felipe Reis (Lateral),93.72,14.24,21.7,181,19.1
762.6,Felipe Reis (Lateral),93.65,16.97,1.4,147,-56.56
762.7,Felipe Reis (Lateral),85.34,16.08,2.3,153,2.65
762.8,Felipe Reis (Lateral),83.38,26.31,12.7,161,28.94
762.9,Felipe Reis (Lateral),99.67,18.32,15.5,166,7.77
763.0,Felipe Reis (Lateral),80.99,12.77,3.3,162,-33.89
763.1,Felipe Reis (Lateral),97.75,14.09,10.7,162,20.43
763.2,Felipe Reis (Lateral),75.87,18.58,3.5,158,-20.04
763.3,Felipe Reis (Lateral),87.24,13.22,13.3,164,27.32
763.4,Felipe Reis (Lateral),83.2,19.1,14.1,167,2.14
763.5,Felipe Reis (Lateral),83.68,10.7,19.1,172,14.07
763.6,Felipe Reis (Lateral),85.84,15.25,13.0,161,-17.02
763.7,Felipe Reis (Lateral),88.3,13.57,16.5,170,9.58
763.8,Felipe Reis (Lateral),79.38,19.03,12.9,168,-9.8
763.9,Felipe Reis (Lateral),75.02,13.67,5.2,154,-21.4
764.0,Felipe Reis (Lateral),83.68,17.48,10.0,152,13.35
764.1,Felipe Reis (Lateral),103.03,15.74,6.2,152,-10.56
764.2,Felipe Reis (Lateral),82.9,17.51,7.9,147,4.66
764.3,Felipe Reis (Lateral),93.13,18.21,13.3,166,15.09
764.4,Felipe Reis (Lateral),94.91,10.13,7.1,160,-17.45
764.5,Felipe Reis (Lateral),89.85,15.35,14.7,172,21.32
764.6,Felipe Reis (Lateral),82.42,14.66,12.8,165,-5.27
764.7,Felipe Reis (Lateral),104.74,16.79,21.0,178,22.67
764.8,Felipe Reis (Lateral),88.38,20.18,9.9,166,-30.91
764.9,Felipe Reis (Lateral),86.67,12.32,11.0,159,3.09
765.0,Felipe Reis (Lateral),110.07,17.85,9.6,154,-3.81
765.1,Felipe Reis (Lateral),104.35,15.59,11.3,157,4.76
765.2,Felipe Reis (Lateral),96.45,14.34,10.1,165,-3.34
765.3,Felipe Reis (Lateral),76.37,16.14,14.9,161,13.3
765.4,Felipe Reis (Lateral),89.56,15.89,9.0,160,-16.3
765.5,Felipe Reis (Lateral),95.41,16.83,14.5,164,15.25
765.6,Felipe Reis (Lateral),88.47,9.47,14.7,169,0.42
765.7,Felipe Reis (Lateral),90.43,20.68,23.3,185,23.82
765.8,Felipe Reis (Lateral),87.81,17.06,13.5,160,-27.12
765.9,Felipe Reis (Lateral),93.83,22.14,5.2,153,-23.12
766.0,Felipe Reis (Lateral),94.75,19.72,18.2,167,36.09
766.1,Felipe Reis (Lateral),74.0,14.82,8.6,161,-26.7
766.2,Felipe Reis (Lateral),94.54,20.14,8.0,154,-1.55
766.3,Felipe Reis (Lateral),73.93,18.66,5.9,155,-5.92
766.4,Felipe Reis (Lateral),86.16,11.91,17.2,171,31.56
766.5,Felipe Reis (Lateral),66.59,16.69,0.4,139,-46.62
766.6,Felipe Reis (Lateral),68.15,14.78,15.3,172,41.17
766.7,Felipe Reis (Lateral),110.95,11.89,0.3,149,-41.59
766.8,Felipe Reis (Lateral),80.04,18.17,4.7,150,12.21
766.9,Felipe Reis (Lateral),79.69,17.0,7.3,152,7.21
767.0,Felipe Reis (Lateral),85.72,18.31,15.3,168,22.25
767.1,Felipe Reis (Lateral),94.44,19.87,14.7,168,-1.63
767.2,Felipe Reis (Lateral),90.73,19.04,19.6,174,13.59
767.3,Felipe Reis (Lateral),95.36,19.37,9.5,163,-28.06
767.4,Felipe Reis (Lateral),76.67,15.58,23.8,183,39.71
767.5,Felipe Reis (Lateral),85.61,17.62,14.1,162,-27.05
767.6,Felipe Reis (Lateral),91.09,7.49,13.7,167,-0.86
767.7,Felipe Reis (Lateral),77.57,9.91,12.8,166,-2.75
767.8,Felipe Reis (Lateral),95.29,9.23,23.9,186,30.9
767.9,Felipe Reis (Lateral),85.07,15.97,17.1,170,-18.82
768.0,Felipe Reis (Lateral),91.38,20.2,13.2,157,-10.88
768.1,Felipe Reis (Lateral),94.59,14.27,16.9,163,10.28
768.2,Felipe Reis (Lateral),81.44,19.22,21.4,177,12.57
768.3,Felipe Reis (Lateral),65.31,16.32,14.1,169,-20.29
768.4,Felipe Reis (Lateral),66.1,21.23,13.1,166,-2.91
768.5,Felipe Reis (Lateral),90.47,19.86,13.6,172,1.46
768.6,Felipe Reis (Lateral),76.67,23.3,30.2,191,46.19
768.7,Felipe Reis (Lateral),67.52,20.92,12.2,160,-50.0
768.8,Felipe Reis (Lateral),93.21,19.7,20.3,177,22.61
768.9,Felipe Reis (Lateral),86.27,8.11,11.5,161,-24.53
769.0,Felipe Reis (Lateral),90.76,11.31,14.2,167,7.34
769.1,Felipe Reis (Lateral),88.58,18.69,14.5,171,0.88
769.2,Felipe Reis (Lateral),78.89,15.85,19.5,178,13.87
769.3,Felipe Reis (Lateral),91.4,21.15,4.4,150,-41.93
769.4,Felipe Reis (Lateral),99.82,20.7,23.7,180,53.72
769.5,Felipe Reis (Lateral),76.13,17.77,11.7,155,-33.4
769.6,Felipe Reis (Lateral),83.23,15.47,12.1,155,1.21
769.7,Felipe Reis (Lateral),87.35,13.11,16.3,177,11.62
769.8,Felipe Reis (Lateral),74.55,12.83,9.6,158,-18.56
769.9,Felipe Reis (Lateral),68.53,15.99,14.1,171,12.46
770.0,Felipe Reis (Lateral),85.95,5.75,12.6,164,-4.25
770.1,Felipe Reis (Lateral),81.32,7.59,13.1,166,1.29
770.2,Felipe Reis (Lateral),82.64,21.94,23.2,178,28.07
770.3,Felipe Reis (Lateral),82.19,17.37,20.7,181,-6.83
770.4,Felipe Reis (Lateral),85.78,19.12,12.7,163,-22.21
770.5,Felipe Reis (Lateral),88.56,15.63,9.1,155,-10.07
770.6,Felipe Reis (Lateral),86.85,13.84,13.5,165,12.36
770.7,Felipe Reis (Lateral),85.04,13.57,10.5,163,-8.38
770.8,Felipe Reis (Lateral),87.57,23.89,1.2,146,-25.92
770.9,Felipe Reis (Lateral),97.15,15.01,14.0,164,35.59
771.0,Felipe Reis (Lateral),71.0,8.93,19.3,177,14.61
771.1,Felipe Reis (Lateral),114.89,12.5,4.9,145,-39.85
771.2,Felipe Reis (Lateral),104.75,14.39,13.5,162,23.92
771.3,Felipe Reis (Lateral),82.85,15.51,11.2,157,-6.34
771.4,Felipe Reis (Lateral),73.56,18.75,9.1,155,-6.01
771.5,Felipe Reis (Lateral),112.2,21.71,21.0,172,33.06
771.6,Felipe Reis (Lateral),73.48,23.51,6.1,157,-41.32
771.7,Felipe Reis (Lateral),78.55,8.69,13.2,161,19.73
771.8,Felipe Reis (Lateral),100.63,17.84,15.1,165,5.35
771.9,Felipe Reis (Lateral),76.65,11.33,13.3,161,-4.97
772.0,Felipe Reis (Lateral),89.41,15.26,15.8,174,6.92
772.1,Felipe Reis (Lateral),85.89,13.87,9.6,166,-17.39
772.2,Felipe Reis (Lateral),77.94,14.77,14.7,165,14.16
772.3,Felipe Reis (Lateral),94.31,13.76,9.5,155,-14.34
772.4,Felipe Reis (Lateral),68.2,20.61,14.3,177,13.36
772.5,Felipe Reis (Lateral),81.61,10.93,20.1,176,16.1
772.6,Felipe Reis (Lateral),93.47,12.96,23.7,182,10.08
772.7,Felipe Reis (Lateral),85.19,16.21,11.0,158,-35.34
772.8,Felipe Reis (Lateral),86.66,7.58,13.2,168,5.98
772.9,Felipe Reis (Lateral),92.4,17.38,5.2,157,-22.24
773.0,Felipe Reis (Lateral),82.93,21.88,7.0,160,5.11
773.1,Felipe Reis (Lateral),86.47,23.35,9.0,157,5.53
773.2,Felipe Reis (Lateral),98.15,10.52,8.0,159,-2.86
773.3,Felipe Reis (Lateral),63.99,15.64,14.6,169,18.54
773.4,Felipe Reis (Lateral),79.57,15.19,17.5,173,7.94
773.5,Felipe Reis (Lateral),62.43,14.34,3.0,149,-40.32
773.6,Felipe Reis (Lateral),71.92,13.57,16.5,171,37.65
773.7,Felipe Reis (Lateral),84.15,16.63,10.1,164,-17.8
773.8,Felipe Reis (Lateral),79.09,18.29,13.7,165,9.78
773.9,Felipe Reis (Lateral),80.14,12.08,12.2,164,-3.99
774.0,Felipe Reis (Lateral),68.96,15.7,15.5,167,8.98
774.1,Felipe Reis (Lateral),109.6,15.46,20.7,173,14.71
774.2,Felipe Reis (Lateral),59.14,15.95,1.1,151,-54.5
774.3,Felipe Reis (Lateral),72.11,16.43,12.3,165,31.01
774.4,Felipe Reis (Lateral),75.58,17.74,0.6,147,-32.36
774.5,Felipe Reis (Lateral),64.63,9.6,16.4,174,43.74
774.6,Felipe Reis (Lateral),84.69,11.17,3.5,149,-35.67
774.7,Felipe Reis (Lateral),85.35,21.13,0.1,141,-9.71
774.8,Felipe Reis (Lateral),90.7,14.63,14.7,169,40.63
774.9,Felipe Reis (Lateral),89.27,12.68,10.8,157,-10.68
775.0,Felipe Reis (Lateral),88.8,19.67,23.0,179,33.66
775.1,Felipe Reis (Lateral),103.1,15.95,16.6,169,-17.58
775.2,Felipe Reis (Lateral),92.16,10.0,4.3,150,-34.35
775.3,Felipe Reis (Lateral),86.5,22.37,19.8,180,43.22
775.4,Felipe Reis (Lateral),73.97,17.43,14.0,164,-16.19
775.5,Felipe Reis (Lateral),81.03,19.51,7.3,161,-18.59
775.6,Felipe Reis (Lateral),93.55,17.84,28.7,186,59.34
775.7,Felipe Reis (Lateral),94.92,17.86,20.7,179,-22.18
775.8,Felipe Reis (Lateral),80.57,20.57,6.8,154,-38.48
775.9,Felipe Reis (Lateral),64.18,22.07,17.3,170,29.07
776.0,Felipe Reis (Lateral),103.38,13.71,19.9,171,7.33
776.1,Felipe Reis (Lateral),81.49,18.91,15.7,165,-11.82
776.2,Felipe Reis (Lateral),80.62,18.9,5.2,145,-29.15
776.3,Felipe Reis (Lateral),79.52,16.1,9.5,159,12.02
776.4,Felipe Reis (Lateral),103.16,11.77,10.2,164,1.98
776.5,Felipe Reis (Lateral),85.2,22.31,13.5,162,9.17
776.6,Felipe Reis (Lateral),76.81,21.44,9.8,158,-10.37
776.7,Felipe Reis (Lateral),101.1,15.68,3.7,146,-16.93
776.8,Felipe Reis (Lateral),110.38,15.73,22.5,178,52.35
776.9,Felipe Reis (Lateral),85.26,12.07,21.6,176,-2.68
777.0,Felipe Reis (Lateral),84.57,13.64,17.2,158,-12.1
777.1,Felipe Reis (Lateral),100.22,19.68,10.9,160,-17.52
777.2,Felipe Reis (Lateral),78.99,9.72,2.6,156,-22.96
777.3,Felipe Reis (Lateral),65.4,20.42,1.9,139,-1.97
777.4,Felipe Reis (Lateral),83.31,13.11,6.3,148,12.2
777.5,Felipe Reis (Lateral),85.27,8.98,11.2,157,13.54
777.6,Felipe Reis (Lateral),85.8,11.92,19.8,180,23.98
777.7,Felipe Reis (Lateral),88.84,18.75,11.5,160,-23.0
777.8,Felipe Reis (Lateral),79.63,18.69,12.7,168,3.32
777.9,Felipe Reis (Lateral),103.18,13.67,7.8,163,-13.79
778.0,Felipe Reis (Lateral),87.29,17.85,3.6,145,-11.72
778.1,Felipe Reis (Lateral),78.14,11.95,12.2,172,23.95
778.2,Felipe Reis (Lateral),75.75,17.09,8.7,161,-9.65
778.3,Felipe Reis (Lateral),68.08,17.37,3.5,150,-14.59
778.4,Felipe Reis (Lateral),72.42,19.63,8.5,152,14.07
778.5,Felipe Reis (Lateral),62.06,18.59,1.4,147,-19.89
778.6,Felipe Reis (Lateral),82.63,13.6,15.3,162,38.63
778.7,Felipe Reis (Lateral),79.25,13.15,11.6,151,-10.15
778.8,Felipe Reis (Lateral),84.78,17.8,27.4,187,43.87
778.9,Felipe Reis (Lateral),80.62,22.23,16.0,178,-31.73
779.0,Felipe Reis (Lateral),81.3,13.51,14.7,174,-3.59
779.1,Felipe Reis (Lateral),72.85,9.58,17.7,169,8.28
779.2,Felipe Reis (Lateral),86.26,16.43,11.8,160,-16.27
779.3,Felipe Reis (Lateral),89.62,13.98,6.9,150,-13.75
779.4,Felipe Reis (Lateral),96.05,14.52,8.5,152,4.42
779.5,Felipe Reis (Lateral),83.14,19.6,22.6,178,39.24
779.6,Felipe Reis (Lateral),84.81,11.62,20.2,178,-6.67
779.7,Felipe Reis (Lateral),91.27,21.64,20.4,179,0.73
779.8,Felipe Reis (Lateral),84.83,19.42,3.5,145,-46.93
779.9,Felipe Reis (Lateral),67.68,20.75,15.6,164,33.36
780.0,Felipe Reis (Lateral),95.65,21.2,11.4,165,-11.59
780.1,Felipe Reis (Lateral),81.7,17.4,21.4,175,27.69
780.2,Felipe Reis (Lateral),61.0,17.29,11.8,158,-26.65
780.3,Felipe Reis (Lateral),81.46,10.58,7.6,153,-11.43
780.4,Felipe Reis (Lateral),94.62,16.92,15.8,168,22.52
780.5,Felipe Reis (Lateral),98.29,17.93,3.1,151,-35.08
780.6,Felipe Reis (Lateral),73.1,26.04,19.6,176,45.84
780.7,Felipe Reis (Lateral),84.39,13.91,9.0,151,-29.53
780.8,Felipe Reis (Lateral),93.09,19.52,20.3,176,31.47
780.9,Felipe Reis (Lateral),90.14,6.99,7.1,160,-36.79
781.0,Felipe Reis (Lateral),111.72,10.48,16.7,165,26.83
781.1,Felipe Reis (Lateral),70.41,15.25,8.0,159,-24.21
781.2,Felipe Reis (Lateral),86.19,20.37,24.4,180,45.49
781.3,Felipe Reis (Lateral),96.88,12.87,5.3,150,-52.95
781.4,Felipe Reis (Lateral),83.9,5.39,13.2,160,21.92
781.5,Felipe Reis (Lateral),70.64,14.47,12.2,163,-2.96
781.6,Felipe Reis (Lateral),85.97,14.49,8.2,151,-10.94
781.7,Felipe Reis (Lateral),89.61,16.2,12.8,166,12.68
781.8,Felipe Reis (Lateral),93.37,15.02,12.3,161,-1.42
781.9,Felipe Reis (Lateral),106.3,11.92,2.9,145,-25.95
782.0,Felipe Reis (Lateral),89.59,16.33,3.9,156,2.58
782.1,Felipe Reis (Lateral),107.0,21.54,27.5,189,65.67
782.2,Felipe Reis (Lateral),70.33,18.46,4.6,147,-63.6
782.3,Felipe Reis (Lateral),83.97,23.39,4.9,155,0.66
782.4,Felipe Reis (Lateral),85.38,15.8,12.3,157,20.78
782.5,Felipe Reis (Lateral),91.49,16.78,15.4,167,8.6
782.6,Felipe Reis (Lateral),82.52,16.33,9.3,160,-17.06
782.7,Felipe Reis (Lateral),86.59,20.38,2.4,147,-19.0
782.8,Felipe Reis (Lateral),100.93,18.68,12.5,165,27.82
782.9,Felipe Reis (Lateral),76.96,14.68,16.7,173,11.79
783.0,Felipe Reis (Lateral),92.69,12.25,19.8,175,8.58
783.1,Felipe Reis (Lateral),95.05,12.13,11.9,159,-21.96
783.2,Felipe Reis (Lateral),82.97,16.48,12.1,163,0.57
783.3,Felipe Reis (Lateral),114.17,24.05,12.3,163,0.64
783.4,Felipe Reis (Lateral),102.32,15.48,22.2,181,27.52
783.5,Felipe Reis (Lateral),62.0,13.94,9.7,157,-34.75
783.6,Felipe Reis (Lateral),82.04,16.59,13.3,172,10.06
783.7,Felipe Reis (Lateral),72.84,11.99,20.5,182,19.95
783.8,Felipe Reis (Lateral),85.0,19.01,9.4,153,-30.87
783.9,Felipe Reis (Lateral),73.42,12.95,13.6,174,11.57
784.0,Felipe Reis (Lateral),74.55,14.5,5.1,152,-23.44
784.1,Felipe Reis (Lateral),79.2,9.34,11.5,163,17.79
784.2,Felipe Reis (Lateral),69.26,17.65,12.0,167,1.18
784.3,Felipe Reis (Lateral),93.53,16.5,8.6,153,-9.37
784.4,Felipe Reis (Lateral),80.25,15.37,3.8,151,-13.24
784.5,Felipe Reis (Lateral),62.48,16.53,11.4,157,21.11
784.6,Felipe Reis (Lateral),81.87,16.4,16.0,168,12.6
784.7,Felipe Reis (Lateral),82.42,16.79,14.8,164,-3.33
784.8,Felipe Reis (Lateral),95.06,18.84,7.8,159,-19.46
784.9,Felipe Reis (Lateral),78.45,18.42,16.0,170,22.96
785.0,Felipe Reis (Lateral),84.06,14.72,9.6,154,-17.79
785.1,Felipe Reis (Lateral),77.46,4.05,11.8,152,5.96
785.2,Felipe Reis (Lateral),83.62,13.13,16.1,165,12.13
785.3,Felipe Reis (Lateral),85.38,13.46,14.6,174,-4.2
785.4,Felipe Reis (Lateral),89.2,20.29,4.8,153,-27.16
785.5,Felipe Reis (Lateral),90.27,20.36,7.0,156,6.01
785.6,Felipe Reis (Lateral),98.26,13.53,17.8,170,30.01
785.7,Felipe Reis (Lateral),76.79,23.87,17.7,170,-0.23
785.8,Felipe Reis (Lateral),79.02,14.1,17.9,171,0.36
785.9,Felipe Reis (Lateral),91.48,16.34,13.0,165,-13.42
786.0,Felipe Reis (Lateral),75.59,22.4,9.5,158,-9.86
786.1,Felipe Reis (Lateral),87.37,17.75,13.7,160,11.68
786.2,Felipe Reis (Lateral),94.74,17.47,13.9,164,0.7
786.3,Felipe Reis (Lateral),88.99,15.65,1.8,148,-33.72
786.4,Felipe Reis (Lateral),97.04,17.86,10.6,156,24.58
786.5,Felipe Reis (Lateral),87.97,13.94,8.8,157,-5.08
786.6,Felipe Reis (Lateral),86.42,13.61,8.9,157,0.34
786.7,Felipe Reis (Lateral),97.54,17.72,8.0,167,-2.45
786.8,Felipe Reis (Lateral),82.81,12.27,9.7,162,4.58
786.9,Felipe Reis (Lateral),88.9,13.63,17.8,175,22.59
787.0,Felipe Reis (Lateral),89.72,15.08,13.1,171,-13.1
787.1,Felipe Reis (Lateral),99.88,20.08,12.7,161,-1.17
787.2,Felipe Reis (Lateral),84.88,19.21,7.9,154,-13.27
787.3,Felipe Reis (Lateral),81.39,13.45,9.6,156,4.81
787.4,Felipe Reis (Lateral),96.39,13.71,15.5,170,16.2
787.5,Felipe Reis (Lateral),82.95,19.87,9.0,163,-17.84
787.6,Felipe Reis (Lateral),92.56,19.53,4.6,151,-12.35
787.7,Felipe Reis (Lateral),72.49,19.89,13.6,161,24.91
787.8,Felipe Reis (Lateral),81.17,13.65,11.7,163,-5.22
787.9,Felipe Reis (Lateral),81.66,18.61,11.4,157,-0.76
788.0,Felipe Reis (Lateral),105.19,16.47,18.9,177,20.69
788.1,Felipe Reis (Lateral),78.74,11.39,5.3,153,-37.74
788.2,Felipe Reis (Lateral),84.98,19.78,5.7,150,1.03
788.3,Felipe Reis (Lateral),84.9,15.88,12.9,165,20.12
788.4,Felipe Reis (Lateral),84.75,9.71,12.5,162,-1.07
788.5,Felipe Reis (Lateral),75.2,16.58,6.5,156,-16.56
788.6,Felipe Reis (Lateral),91.4,15.6,6.8,150,0.82
788.7,Felipe Reis (Lateral),94.28,14.05,10.3,156,9.55
788.8,Felipe Reis (Lateral),93.72,17.46,22.2,173,33.14
788.9,Felipe Reis (Lateral),88.95,10.1,7.8,158,-40.12
789.0,Felipe Reis (Lateral),106.43,19.04,17.3,169,26.51
789.1,Felipe Reis (Lateral),93.38,19.83,17.8,165,1.25
789.2,Felipe Reis (Lateral),83.97,12.86,15.7,168,-5.7
789.3,Felipe Reis (Lateral),108.54,21.5,7.7,164,-22.15
789.4,Felipe Reis (Lateral),92.04,13.47,21.6,179,38.64
789.5,Felipe Reis (Lateral),101.91,12.38,10.8,156,-30.14
789.6,Felipe Reis (Lateral),86.01,15.51,16.9,180,17.01
789.7,Felipe Reis (Lateral),95.58,18.16,7.4,159,-26.44
789.8,Felipe Reis (Lateral),76.39,13.98,30.2,187,63.3
789.9,Felipe Reis (Lateral),82.55,23.43,16.4,172,-38.43
790.0,Felipe Reis (Lateral),86.64,17.14,22.0,179,15.56
790.1,Felipe Reis (Lateral),93.39,21.27,8.8,152,-36.57
790.2,Felipe Reis (Lateral),83.89,5.42,15.6,166,18.81
790.3,Felipe Reis (Lateral),101.64,14.81,7.6,155,-22.15
790.4,Felipe Reis (Lateral),87.1,17.59,9.3,154,4.89
790.5,Felipe Reis (Lateral),85.93,18.57,12.4,169,8.55
790.6,Felipe Reis (Lateral),76.68,16.14,9.8,160,-7.25
790.7,Felipe Reis (Lateral),85.48,12.65,12.9,168,8.45
790.8,Felipe Reis (Lateral),81.57,11.87,23.1,185,28.57
790.9,Felipe Reis (Lateral),91.55,11.0,13.2,164,-27.66
791.0,Felipe Reis (Lateral),87.42,10.88,18.4,173,14.54
791.1,Felipe Reis (Lateral),79.12,14.19,15.3,167,-8.8
791.2,Felipe Reis (Lateral),95.95,11.35,15.5,167,0.59
791.3,Felipe Reis (Lateral),92.1,11.32,18.7,170,9.07
791.4,Felipe Reis (Lateral),81.25,11.96,28.9,186,28.39
791.5,Felipe Reis (Lateral),104.63,13.39,5.1,146,-66.31
791.6,Felipe Reis (Lateral),87.72,14.62,0.8,146,-11.94
791.7,Felipe Reis (Lateral),82.34,20.9,12.7,167,33.22
791.8,Felipe Reis (Lateral),92.72,16.47,14.0,168,3.48
791.9,Felipe Reis (Lateral),96.17,13.44,16.2,170,6.07
792.0,Felipe Reis (Lateral),109.77,11.6,7.0,157,-25.38
792.1,Felipe Reis (Lateral),81.91,17.16,16.3,173,25.73
792.2,Felipe Reis (Lateral),96.79,18.86,9.0,157,-20.17
792.3,Felipe Reis (Lateral),88.41,19.82,6.1,155,-8.25
792.4,Felipe Reis (Lateral),88.65,15.27,4.6,155,-4.2
792.5,Felipe Reis (Lateral),89.2,18.68,22.2,171,49.13
792.6,Felipe Reis (Lateral),75.0,12.43,4.9,149,-48.15
792.7,Felipe Reis (Lateral),87.82,8.94,7.4,152,6.97
792.8,Felipe Reis (Lateral),86.3,18.23,8.8,158,3.86
792.9,Felipe Reis (Lateral),85.94,15.31,13.9,162,14.18
793.0,Felipe Reis (Lateral),102.19,10.8,11.0,166,-8.17
793.1,Felipe Reis (Lateral),96.16,8.53,0.5,151,-29.22
793.2,Felipe Reis (Lateral),85.52,21.22,13.9,163,37.23
793.3,Felipe Reis (Lateral),76.91,24.29,6.1,155,-21.63
793.4,Felipe Reis (Lateral),85.17,18.75,11.8,165,16.05
793.5,Felipe Reis (Lateral),79.67,18.28,1.3,147,-29.36
793.6,Felipe Reis (Lateral),105.58,14.7,12.7,165,31.83
793.7,Felipe Reis (Lateral),82.99,11.36,15.1,164,6.55
793.8,Felipe Reis (Lateral),82.0,24.23,11.6,162,-9.74
793.9,Felipe Reis (Lateral),109.01,20.0,3.0,147,-23.88
794.0,Felipe Reis (Lateral),94.51,11.02,8.4,155,14.88
794.1,Felipe Reis (Lateral),73.81,17.84,19.1,181,29.77
794.2,Felipe Reis (Lateral),87.55,10.8,16.7,173,-6.71
794.3,Felipe Reis (Lateral),71.93,17.66,14.5,164,-6.01
794.4,Felipe Reis (Lateral),68.78,15.93,14.2,169,-0.7
794.5,Felipe Reis (Lateral),86.64,22.32,7.1,155,-19.81
794.6,Felipe Reis (Lateral),92.49,7.76,14.4,167,20.31
794.7,Felipe Reis (Lateral),85.32,14.47,14.2,164,-0.69
794.8,Felipe Reis (Lateral),78.01,14.61,11.0,155,-8.8
794.9,Felipe Reis (Lateral),107.23,12.32,13.4,170,6.69
795.0,Felipe Reis (Lateral),72.92,15.98,17.1,165,10.16
795.1,Felipe Reis (Lateral),94.07,17.3,17.9,175,2.21
795.2,Felipe Reis (Lateral),92.91,16.05,15.8,165,-5.84
795.3,Felipe Reis (Lateral),81.34,10.96,14.5,166,-3.53
795.4,Felipe Reis (Lateral),79.13,20.87,3.1,155,-31.67
795.5,Felipe Reis (Lateral),80.04,10.66,0.3,138,-7.82
795.6,Felipe Reis (Lateral),93.38,11.06,17.4,172,47.61
795.7,Felipe Reis (Lateral),101.8,21.24,18.0,165,1.67
795.8,Felipe Reis (Lateral),91.72,19.26,7.5,163,-29.08
795.9,Felipe Reis (Lateral),83.59,14.42,4.6,157,-8.24
796.0,Felipe Reis (Lateral),71.49,15.42,5.7,154,3.07
796.1,Felipe Reis (Lateral),91.27,19.97,5.5,145,-0.65
796.2,Felipe Reis (Lateral),89.57,23.37,23.4,182,49.75
796.3,Felipe Reis (Lateral),91.88,8.66,11.4,160,-33.13
796.4,Felipe Reis (Lateral),69.77,9.52,12.3,164,2.53
796.5,Felipe Reis (Lateral),77.61,16.36,5.7,152,-18.32
796.6,Felipe Reis (Lateral),102.2,15.63,15.3,164,26.62
796.7,Felipe Reis (Lateral),92.29,18.44,4.6,149,-29.86
796.8,Felipe Reis (Lateral),106.83,19.52,9.2,159,12.93
796.9,Felipe Reis (Lateral),76.86,17.11,2.5,151,-18.61
797.0,Felipe Reis (Lateral),81.09,19.54,11.3,162,24.25
797.1,Felipe Reis (Lateral),88.97,19.73,13.6,169,6.36
797.2,Felipe Reis (Lateral),105.27,26.36,11.8,167,-4.76
797.3,Felipe Reis (Lateral),77.34,18.86,3.4,150,-23.42
797.4,Felipe Reis (Lateral),79.67,15.63,17.4,173,38.86
797.5,Felipe Reis (Lateral),79.76,21.56,14.2,170,-8.93
797.6,Felipe Reis (Lateral),83.91,24.79,2.3,144,-32.92
797.7,Felipe Reis (Lateral),116.95,13.11,13.7,164,31.64
797.8,Felipe Reis (Lateral),94.04,24.63,6.1,154,-21.09
797.9,Felipe Reis (Lateral),103.84,16.47,19.5,173,37.09
798.0,Felipe Reis (Lateral),64.96,10.92,14.6,159,-13.49
798.1,Felipe Reis (Lateral),84.88,12.02,3.4,149,-31.21
798.2,Felipe Reis (Lateral),107.73,12.94,20.9,170,48.54
798.3,Felipe Reis (Lateral),93.05,17.91,6.9,149,-38.79
798.4,Felipe Reis (Lateral),78.2,23.2,3.8,148,-8.74
798.5,Felipe Reis (Lateral),81.09,20.36,22.3,179,51.42
798.6,Felipe Reis (Lateral),98.63,18.16,0.1,146,-61.45
798.7,Felipe Reis (Lateral),92.43,19.67,23.9,176,65.92
798.8,Felipe Reis (Lateral),102.36,20.01,12.8,161,-30.65
798.9,Felipe Reis (Lateral),86.65,16.66,15.3,173,6.89
799.0,Felipe Reis (Lateral),88.61,17.7,15.7,164,1.0
799.1,Felipe Reis (Lateral),86.52,10.24,21.0,174,14.76
799.2,Felipe Reis (Lateral),90.06,14.18,16.8,166,-11.67
799.3,Felipe Reis (Lateral),90.59,10.82,12.3,157,-12.63
799.4,Felipe Reis (Lateral),81.95,16.33,10.7,163,-4.44
799.5,Felipe Reis (Lateral),73.51,21.38,11.3,164,1.84
799.6,Felipe Reis (Lateral),82.81,14.98,7.6,152,-10.35
799.7,Felipe Reis (Lateral),86.11,24.22,15.1,166,20.78
799.8,Felipe Reis (Lateral),60.28,16.18,2.6,152,-34.77
799.9,Felipe Reis (Lateral),78.25,20.78,14.2,164,32.48
800.0,Felipe Reis (Lateral),99.02,8.35,30.8,191,46.05
800.1,Felipe Reis (Lateral),78.92,13.68,9.7,159,-58.65
800.2,Felipe Reis (Lateral),83.69,19.07,13.2,169,9.79
800.3,Felipe Reis (Lateral),81.08,22.07,9.4,158,-10.76
800.4,Felipe Reis (Lateral),82.33,11.16,21.6,177,34.1
800.5,Felipe Reis (Lateral),101.2,19.98,9.3,162,-34.16
800.6,Felipe Reis (Lateral),80.32,21.58,10.6,167,3.37
800.7,Felipe Reis (Lateral),93.88,10.54,7.9,158,-7.25
800.8,Felipe Reis (Lateral),81.35,15.45,19.2,179,31.3
800.9,Felipe Reis (Lateral),97.31,19.38,19.2,169,-0.01
801.0,Felipe Reis (Lateral),100.58,26.79,15.5,165,-10.19
801.1,Felipe Reis (Lateral),84.81,16.48,16.3,175,2.02
801.2,Felipe Reis (Lateral),98.55,20.22,13.8,165,-6.85
801.3,Felipe Reis (Lateral),79.06,14.05,14.4,166,1.72
801.4,Felipe Reis (Lateral),89.48,10.04,8.5,153,-16.47
801.5,Felipe Reis (Lateral),79.65,17.52,16.9,165,23.21
